Year,FarmID,Date,Week,Male_SWD,Female_SWD,Total_SWD,Drosophilids,Similar
2016,A,03/03/2016,10,0,0,0,2,0
2016,A,03/03/2016,10,0,0,0,6,0
2016,A,03/03/2016,10,0,0,0,11,0
2016,A,03/03/2016,10,0,0,0,16,0
2016,A,03/03/2016,10,0,0,0,7,0
2016,A,03/03/2016,10,0,0,0,9,0
2016,A,03/03/2016,10,0,0,0,4,0
2016,A,03/03/2016,10,0,0,0,12,0
2016,A,03/03/2016,10,0,0,0,2,0
2016,A,10/03/2016,11,0,0,0,6,0
2016,A,11/03/2016,11,0,0,0,13,0
2016,A,11/03/2016,11,0,0,0,1,0
2016,A,11/03/2016,11,0,0,0,1,0
2016,A,11/03/2016,11,0,0,0,1,0
2016,A,11/03/2016,11,0,0,0,0,0
2016,A,11/03/2016,11,0,0,0,11,0
2016,A,11/03/2016,11,0,0,0,3,0
2016,A,11/03/2016,11,0,0,0,2,0
2016,A,11/03/2016,11,0,0,0,1,0
2016,A,11/03/2016,11,0,0,0,3,0
2016,A,11/03/2016,11,0,0,0,0,0
2016,A,17/03/2016,12,0,0,0,77,0
2016,A,18/03/2016,12,0,0,0,136,0
2016,A,18/03/2016,12,0,0,0,15,0
2016,A,18/03/2016,12,0,0,0,10,0
2016,A,18/03/2016,12,0,0,0,11,0
2016,A,18/03/2016,12,0,0,0,21,0
2016,A,18/03/2016,12,0,0,0,116,0
2016,A,18/03/2016,12,0,0,0,19,0
2016,A,18/03/2016,12,0,0,0,73,0
2016,A,18/03/2016,12,0,0,0,22,0
2016,A,18/03/2016,12,1,1,2,23,0
2016,A,18/03/2016,12,0,0,0,7,0
2016,A,24/03/2016,13,0,0,0,69,0
2016,A,24/03/2016,13,0,0,0,76,0
2016,A,24/03/2016,13,0,0,0,2,0
2016,A,24/03/2016,13,0,0,0,9,0
2016,A,24/03/2016,13,0,0,0,9,0
2016,A,24/03/2016,13,0,0,0,17,0
2016,A,24/03/2016,13,0,0,0,39,0
2016,A,24/03/2016,13,0,0,0,12,0
2016,A,24/03/2016,13,0,0,0,41,0
2016,A,24/03/2016,13,0,0,0,10,0
2016,A,24/03/2016,13,0,0,0,34,0
2016,A,24/03/2016,13,0,0,0,21,0
2016,A,31/03/2016,14,0,0,0,70,0
2016,A,31/03/2016,14,0,0,0,54,0
2016,A,31/03/2016,14,0,0,0,1,0
2016,A,31/03/2016,14,0,0,0,12,0
2016,A,31/03/2016,14,0,0,0,2,0
2016,A,31/03/2016,14,0,0,0,16,0
2016,A,31/03/2016,14,0,0,0,97,0
2016,A,31/03/2016,14,0,0,0,19,0
2016,A,31/03/2016,14,0,0,0,17,0
2016,A,31/03/2016,14,0,0,0,4,0
2016,A,31/03/2016,14,0,0,0,6,0
2016,A,31/03/2016,14,0,0,0,3,0
2016,A,07/04/2016,15,0,0,0,0,0
2016,A,07/04/2016,15,0,0,0,0,0
2016,A,07/04/2016,15,0,0,0,7,0
2016,A,07/04/2016,15,0,0,0,6,0
2016,A,07/04/2016,15,0,0,0,6,0
2016,A,07/04/2016,15,0,0,0,60,4
2016,A,07/04/2016,15,0,0,0,0,0
2016,A,07/04/2016,15,0,0,0,1,0
2016,A,07/04/2016,15,0,0,0,8,0
2016,A,07/04/2016,15,0,0,0,6,0
2016,A,07/04/2016,15,0,0,0,10,0
2016,A,07/04/2016,15,0,0,0,1,0
2016,A,14/04/2016,16,0,0,0,6,0
2016,A,14/04/2016,16,0,0,0,16,0
2016,A,14/04/2016,16,0,0,0,0,0
2016,A,14/04/2016,16,0,0,0,5,0
2016,A,14/04/2016,16,0,0,0,2,0
2016,A,14/04/2016,16,0,0,0,29,3
2016,A,14/04/2016,16,0,0,0,30,2
2016,A,14/04/2016,16,0,0,0,15,1
2016,A,14/04/2016,16,0,0,0,11,0
2016,A,14/04/2016,16,0,0,0,5,1
2016,A,14/04/2016,16,0,0,0,15,0
2016,A,14/04/2016,16,0,0,0,2,0
2016,A,21/04/2016,17,0,0,0,90,0
2016,A,21/04/2016,17,0,0,0,173,0
2016,A,21/04/2016,17,0,0,0,19,0
2016,A,21/04/2016,17,0,0,0,20,0
2016,A,21/04/2016,17,0,0,0,18,0
2016,A,21/04/2016,17,0,0,0,69,0
2016,A,21/04/2016,17,0,0,0,45,0
2016,A,21/04/2016,17,0,0,0,70,1
2016,A,21/04/2016,17,0,0,0,27,0
2016,A,21/04/2016,17,0,0,0,15,0
2016,A,21/04/2016,17,0,0,0,27,2
2016,A,21/04/2016,17,0,0,0,6,0
2016,A,28/04/2016,18,0,0,0,0,0
2016,A,28/04/2016,18,0,0,0,0,0
2016,A,28/04/2016,18,0,1,1,0,0
2016,A,28/04/2016,18,0,0,0,0,0
2016,A,28/04/2016,18,0,0,0,0,0
2016,A,28/04/2016,18,0,0,0,0,0
2016,A,28/04/2016,18,0,0,0,0,0
2016,A,28/04/2016,18,0,0,0,0,0
2016,A,28/04/2016,18,0,0,0,0,0
2016,A,28/04/2016,18,0,0,0,0,0
2016,A,28/04/2016,18,0,0,0,0,0
2016,A,28/04/2016,18,0,0,0,0,0
2016,A,05/05/2016,19,0,0,0,33,1
2016,A,05/05/2016,19,1,1,2,67,0
2016,A,05/05/2016,19,0,0,0,8,0
2016,A,05/05/2016,19,0,0,0,13,0
2016,A,05/05/2016,19,0,0,0,5,0
2016,A,05/05/2016,19,0,0,0,14,0
2016,A,05/05/2016,19,0,0,0,9,0
2016,A,05/05/2016,19,0,1,1,9,0
2016,A,05/05/2016,19,0,0,0,15,0
2016,A,05/05/2016,19,0,0,0,6,0
2016,A,05/05/2016,19,0,0,0,15,0
2016,A,05/05/2016,19,0,0,0,6,0
2016,A,12/05/2016,20,0,0,0,85,0
2016,A,12/05/2016,20,1,1,2,103,1
2016,A,12/05/2016,20,0,0,0,8,0
2016,A,12/05/2016,20,0,0,0,28,2
2016,A,12/05/2016,20,0,0,0,0,0
2016,A,12/05/2016,20,0,0,0,0,0
2016,A,12/05/2016,20,0,0,0,0,0
2016,A,12/05/2016,20,0,0,0,0,0
2016,A,12/05/2016,20,0,0,0,15,0
2016,A,12/05/2016,20,0,0,0,7,1
2016,A,12/05/2016,20,0,0,0,70,1
2016,A,12/05/2016,20,0,0,0,7,0
2016,A,19/05/2016,21,0,0,0,120,0
2016,A,19/05/2016,21,1,1,2,103,0
2016,A,19/05/2016,21,0,1,1,9,0
2016,A,19/05/2016,21,0,0,0,22,0
2016,A,19/05/2016,21,0,2,2,18,0
2016,A,19/05/2016,21,0,1,1,7,0
2016,A,19/05/2016,21,0,0,0,25,0
2016,A,19/05/2016,21,0,1,1,4,0
2016,A,19/05/2016,21,0,0,0,33,0
2016,A,19/05/2016,21,0,0,0,2,0
2016,A,19/05/2016,21,0,0,0,41,0
2016,A,19/05/2016,21,0,0,0,25,0
2016,A,25/05/2016,22,1,1,2,94,1
2016,A,25/05/2016,22,0,1,1,66,0
2016,A,25/05/2016,22,1,0,1,12,0
2016,A,25/05/2016,22,1,0,1,11,0
2016,A,25/05/2016,22,0,0,0,16,0
2016,A,25/05/2016,22,0,1,1,13,0
2016,A,25/05/2016,22,0,0,0,25,0
2016,A,25/05/2016,22,0,0,0,27,0
2016,A,25/05/2016,22,0,0,0,5,0
2016,A,25/05/2016,22,0,0,0,25,0
2016,A,25/05/2016,22,0,0,0,3,0
2016,D,26/05/2016,22,0,0,0,0,0
2016,D,26/05/2016,22,0,0,0,9,0
2016,G,24/05/2016,22,0,0,0,119,20
2016,G,24/05/2016,22,0,1,1,151,2
2016,A,02/06/2016,23,0,0,0,0,0
2016,A,02/06/2016,23,0,0,0,0,0
2016,A,02/06/2016,23,0,0,0,0,0
2016,A,02/06/2016,23,0,0,0,0,0
2016,A,02/06/2016,23,0,0,0,0,0
2016,A,02/06/2016,23,0,0,0,0,0
2016,A,02/06/2016,23,0,0,0,0,0
2016,A,02/06/2016,23,0,0,0,0,0
2016,A,02/06/2016,23,0,0,0,0,0
2016,A,02/06/2016,23,0,0,0,0,0
2016,A,02/06/2016,23,0,0,0,0,0
2016,A,02/06/2016,23,0,0,0,0,0
2016,B,31/05/2016,23,0,0,0,7,0
2016,B,31/05/2016,23,0,0,0,4,0
2016,B,31/05/2016,23,0,0,0,10,0
2016,D,03/06/2016,23,0,0,0,7,0
2016,D,03/06/2016,23,0,0,0,12,0
2016,D,03/06/2016,23,0,0,0,14,0
2016,G,30/05/2016,23,0,0,0,9,1
2016,G,30/05/2016,23,0,0,0,43,2
2016,G,30/05/2016,23,0,0,0,43,0
2016,G,30/05/2016,23,0,0,0,32,0
2016,A,08/06/2016,24,0,0,0,33,1
2016,A,08/06/2016,24,0,0,0,20,0
2016,A,08/06/2016,24,0,0,0,28,1
2016,A,08/06/2016,24,0,0,0,8,0
2016,A,08/06/2016,24,0,0,0,9,0
2016,A,08/06/2016,24,0,0,0,18,2
2016,A,08/06/2016,24,0,0,0,15,0
2016,A,08/06/2016,24,0,0,0,7,0
2016,A,08/06/2016,24,0,0,0,56,0
2016,A,08/06/2016,24,0,0,0,2,0
2016,A,08/06/2016,24,0,0,0,5,0
2016,A,08/06/2016,24,0,0,0,6,0
2016,A,08/06/2016,24,0,0,0,31,3
2016,A,08/06/2016,24,0,0,0,46,0
2016,A,08/06/2016,24,1,0,1,9,0
2016,A,08/06/2016,24,0,0,0,95,0
2016,B,08/06/2016,24,0,0,0,4,0
2016,B,08/06/2016,24,0,0,0,20,0
2016,B,08/06/2016,24,0,0,0,22,0
2016,D,09/06/2016,24,0,0,0,3,1
2016,D,09/06/2016,24,0,0,0,15,1
2016,D,09/06/2016,24,0,0,0,2,0
2016,G,07/06/2016,24,0,0,0,26,0
2016,G,07/06/2016,24,0,0,0,98,7
2016,G,07/06/2016,24,0,0,0,19,0
2016,G,07/06/2016,24,0,0,0,28,0
2016,J,06/06/2016,24,0,0,0,19,1
2016,J,06/06/2016,24,0,0,0,36,0
2016,J,06/06/2016,24,0,0,0,14,0
2016,N,09/06/2016,24,0,0,0,143,0
2016,N,09/06/2016,24,0,0,0,69,2
2016,N,09/06/2016,24,0,0,0,55,0
2016,A,15/06/2016,25,0,0,0,147,0
2016,A,15/06/2016,25,0,1,1,69,2
2016,A,15/06/2016,25,0,0,0,14,0
2016,A,15/06/2016,25,0,0,0,32,3
2016,A,15/06/2016,25,0,0,0,18,0
2016,A,15/06/2016,25,0,0,0,33,0
2016,A,15/06/2016,25,0,0,0,13,0
2016,A,15/06/2016,25,0,0,0,35,0
2016,A,15/06/2016,25,0,0,0,33,0
2016,A,15/06/2016,25,0,0,0,55,0
2016,A,15/06/2016,25,0,0,0,0,0
2016,A,15/06/2016,25,0,0,0,21,0
2016,A,15/06/2016,25,0,0,0,14,0
2016,A,15/06/2016,25,0,0,0,92,1
2016,A,15/06/2016,25,0,0,0,47,1
2016,A,15/06/2016,25,0,0,0,12,0
2016,B,15/06/2016,25,0,0,0,1,0
2016,B,15/06/2016,25,0,0,0,13,0
2016,B,15/06/2016,25,0,0,0,216,0
2016,D,17/06/2016,25,0,0,0,0,0
2016,D,17/06/2016,25,0,0,0,7,0
2016,D,17/06/2016,25,0,0,0,6,0
2016,G,12/06/2016,25,0,0,0,21,2
2016,G,12/06/2016,25,0,0,0,19,1
2016,G,12/06/2016,25,0,0,0,27,2
2016,G,12/06/2016,25,0,0,0,8,0
2016,I,15/06/2016,25,0,0,0,20,0
2016,I,15/06/2016,25,0,0,0,6,0
2016,I,15/06/2016,25,0,0,0,38,1
2016,J,15/06/2016,25,0,0,0,6,0
2016,J,15/06/2016,25,0,0,0,26,0
2016,N,16/06/2016,25,0,0,0,45,0
2016,N,16/06/2016,25,0,0,0,17,0
2016,A,23/06/2016,26,0,0,0,64,2
2016,A,23/06/2016,26,0,1,1,60,0
2016,A,23/06/2016,26,0,0,0,27,5
2016,A,22/06/2016,26,0,0,0,12,0
2016,A,23/06/2016,26,0,0,0,13,0
2016,A,23/06/2016,26,0,0,0,11,0
2016,A,23/06/2016,26,0,0,0,19,0
2016,A,22/06/2016,26,0,0,0,17,1
2016,A,22/06/2016,26,0,0,0,6,0
2016,A,22/06/2016,26,0,1,1,53,0
2016,A,23/06/2016,26,0,0,0,2,0
2016,A,23/06/2016,26,0,0,0,12,0
2016,A,22/06/2016,26,0,0,0,13,0
2016,A,22/06/2016,26,0,0,0,45,0
2016,A,22/06/2016,26,1,0,1,85,1
2016,A,22/06/2016,26,0,0,0,18,0
2016,B,21/06/2016,26,0,0,0,6,0
2016,B,21/06/2016,26,0,0,0,68,0
2016,B,21/06/2016,26,0,0,0,63,2
2016,D,24/06/2016,26,0,0,0,7,2
2016,D,24/06/2016,26,0,0,0,3,0
2016,D,24/06/2016,26,0,0,0,7,1
2016,D,25/06/2016,26,0,0,0,13,0
2016,G,20/06/2016,26,0,0,0,41,4
2016,G,20/06/2016,26,0,0,0,41,6
2016,G,20/06/2016,26,0,0,0,77,2
2016,G,20/06/2016,26,0,0,0,44,1
2016,I,24/06/2016,26,0,0,0,34,1
2016,I,24/06/2016,26,0,0,0,6,0
2016,I,24/06/2016,26,0,0,0,9,0
2016,J,21/06/2016,26,0,0,0,32,0
2016,J,21/06/2016,26,0,0,0,31,0
2016,J,21/06/2016,26,0,0,0,21,0
2016,K,21/06/2016,26,0,0,0,21,0
2016,K,21/06/2016,26,0,0,0,55,0
2016,K,21/06/2016,26,0,0,0,68,0
2016,N,28/06/2016,26,0,0,0,46,2
2016,N,28/06/2016,26,0,0,0,40,0
2016,N,28/06/2016,26,0,0,0,3,0
2016,A,29/06/2016,27,2,0,2,127,2
2016,A,29/06/2016,27,0,1,1,122,4
2016,A,29/06/2016,27,0,0,0,13,2
2016,A,29/06/2016,27,0,0,0,6,3
2016,A,29/06/2016,27,0,0,0,0,0
2016,A,29/06/2016,27,0,0,0,13,0
2016,A,29/06/2016,27,0,0,0,12,0
2016,A,29/06/2016,27,0,0,0,6,0
2016,A,29/06/2016,27,0,0,0,16,0
2016,A,29/06/2016,27,0,0,0,35,2
2016,A,29/06/2016,27,0,0,0,88,0
2016,A,29/06/2016,27,0,0,0,8,1
2016,A,29/06/2016,27,0,0,0,35,6
2016,A,29/06/2016,27,0,0,0,18,2
2016,A,29/06/2016,27,0,0,0,96,0
2016,A,29/06/2016,27,0,0,0,38,0
2016,D,30/06/2016,27,0,0,0,24,2
2016,D,30/06/2016,27,0,0,0,1,0
2016,D,30/06/2016,27,0,0,0,16,7
2016,G,27/06/2016,27,0,0,0,16,3
2016,G,27/06/2016,27,0,0,0,35,3
2016,G,27/06/2016,27,0,0,0,24,0
2016,G,27/06/2016,27,0,0,0,8,0
2016,I,27/06/2016,27,0,0,0,26,1
2016,I,27/06/2016,27,0,0,0,1,0
2016,I,27/06/2016,27,0,0,0,7,0
2016,J,29/06/2016,27,0,0,0,16,1
2016,J,29/06/2016,27,0,0,0,11,0
2016,J,29/06/2016,27,0,0,0,46,1
2016,K,28/06/2016,27,0,0,0,24,1
2016,K,28/06/2016,27,0,0,0,60,2
2016,K,28/06/2016,27,0,0,0,47,0
2016,N,01/07/2016,27,0,0,0,107,0
2016,N,01/07/2016,27,0,0,0,61,0
2016,N,01/07/2016,27,0,0,0,103,0
2016,A,06/07/2016,28,1,0,1,38,3
2016,A,06/07/2016,28,0,1,1,55,2
2016,A,06/07/2016,28,0,0,0,4,0
2016,A,06/07/2016,28,0,0,0,1,1
2016,A,06/07/2016,28,0,0,0,4,0
2016,A,06/07/2016,28,0,0,0,6,3
2016,A,06/07/2016,28,0,0,0,9,0
2016,A,06/07/2016,28,0,0,0,18,0
2016,A,06/07/2016,28,0,0,0,16,0
2016,A,06/07/2016,28,0,0,0,59,1
2016,A,06/07/2016,28,0,0,0,14,4
2016,A,06/07/2016,28,0,0,0,5,2
2016,A,06/07/2016,28,0,0,0,20,0
2016,A,06/07/2016,28,0,0,0,22,2
2016,A,06/07/2016,28,0,0,0,39,0
2016,B,05/07/2016,28,0,0,0,2,0
2016,B,05/07/2016,28,0,0,0,33,5
2016,B,05/07/2016,28,0,0,0,75,9
2016,D,07/07/2016,28,0,0,0,14,0
2016,D,07/07/2016,28,0,0,0,8,2
2016,D,07/07/2016,28,0,0,0,1,0
2016,G,04/07/2016,28,0,0,0,14,2
2016,G,04/07/2016,28,0,0,0,6,2
2016,G,04/07/2016,28,0,0,0,0,0
2016,G,04/07/2016,28,0,0,0,9,1
2016,I,12/07/2016,28,0,0,0,105,1
2016,I,12/07/2016,28,0,0,0,43,0
2016,J,05/07/2016,28,0,0,0,32,1
2016,J,05/07/2016,28,0,0,0,20,1
2016,J,05/07/2016,28,0,0,0,51,1
2016,K,05/07/2016,28,0,0,0,49,6
2016,K,05/07/2016,28,0,0,0,16,0
2016,K,05/07/2016,28,0,0,0,10,1
2016,N,05/07/2016,28,0,0,0,1,0
2016,A,13/07/2016,29,0,2,2,39,3
2016,A,13/07/2016,29,2,0,2,73,15
2016,A,14/07/2016,29,0,0,0,3,5
2016,A,14/07/2016,29,0,0,0,11,6
2016,A,14/07/2016,29,0,0,0,0,0
2016,A,14/07/2016,29,1,0,1,8,1
2016,A,14/07/2016,29,0,0,0,13,5
2016,A,14/07/2016,29,0,0,0,26,1
2016,A,13/07/2016,29,0,0,0,4,0
2016,A,13/07/2016,29,0,1,1,65,1
2016,A,13/07/2016,29,0,0,0,52,2
2016,A,14/07/2016,29,0,0,0,1,0
2016,A,13/07/2016,29,0,0,0,39,11
2016,A,13/07/2016,29,0,0,0,28,3
2016,A,13/07/2016,29,0,1,1,66,3
2016,A,13/07/2016,29,0,0,0,16,0
2016,A,13/07/2016,29,0,0,0,38,2
2016,B,13/07/2016,29,0,0,0,3,0
2016,B,13/07/2016,29,0,0,0,15,0
2016,B,16/07/2016,29,0,0,0,34,6
2016,B,13/07/2016,29,0,0,0,22,0
2016,D,14/07/2016,29,0,0,0,7,1
2016,D,14/07/2016,29,0,0,0,3,0
2016,D,14/07/2016,29,0,0,0,22,10
2016,G,13/07/2016,29,0,0,0,66,13
2016,G,13/07/2016,29,0,0,0,69,9
2016,G,13/07/2016,29,0,0,0,20,2
2016,G,13/07/2016,29,0,0,0,49,11
2016,I,13/07/2016,29,0,0,0,126,7
2016,I,13/07/2016,29,0,0,0,6,0
2016,I,13/07/2016,29,0,0,0,32,0
2016,K,12/07/2016,29,0,0,0,9,0
2016,K,12/07/2016,29,0,0,0,22,0
2016,N,13/07/2016,29,0,0,0,42,0
2016,N,13/07/2016,29,0,0,0,44,1
2016,A,20/07/2016,30,0,0,0,77,0
2016,A,20/07/2016,30,0,0,0,32,1
2016,A,20/07/2016,30,0,0,0,81,6
2016,A,20/07/2016,30,0,0,0,0,0
2016,A,20/07/2016,30,0,0,0,28,2
2016,A,20/07/2016,30,0,0,0,8,2
2016,A,20/07/2016,30,0,0,0,11,2
2016,A,20/07/2016,30,2,1,3,159,9
2016,A,20/07/2016,30,0,0,0,40,8
2016,A,20/07/2016,30,0,0,0,47,8
2016,A,20/07/2016,30,0,0,0,122,0
2016,A,20/07/2016,30,0,0,0,85,5
2016,A,20/07/2016,30,0,0,0,42,2
2016,A,20/07/2016,30,0,0,0,39,3
2016,A,20/07/2016,30,0,0,0,43,3
2016,A,20/07/2016,30,0,0,0,56,8
2016,A,20/07/2016,30,0,0,0,43,1
2016,B,19/07/2016,30,0,0,0,4,0
2016,B,19/07/2016,30,0,0,0,101,17
2016,D,21/07/2016,30,0,0,0,10,2
2016,D,21/07/2016,30,0,0,0,3,2
2016,D,21/07/2016,30,0,0,0,3,0
2016,F,18/07/2016,30,0,0,0,367,367
2016,G,20/07/2016,30,0,0,0,35,5
2016,G,20/07/2016,30,0,0,0,12,6
2016,G,20/07/2016,30,0,0,0,11,3
2016,G,20/07/2016,30,0,0,0,7,1
2016,I,22/07/2016,30,0,0,0,44,2
2016,I,22/07/2016,30,0,0,0,52,3
2016,I,22/07/2016,30,0,0,0,119,1
2016,J,20/07/2016,30,0,0,0,11,6
2016,J,20/07/2016,30,0,0,0,27,1
2016,K,19/07/2016,30,0,0,0,17,2
2016,K,19/07/2016,30,0,1,1,35,2
2016,K,19/07/2016,30,0,0,0,22,2
2016,A,27/07/2016,31,0,0,0,78,1
2016,A,27/07/2016,31,2,0,2,105,8
2016,A,27/07/2016,31,0,0,0,65,11
2016,A,27/07/2016,31,0,0,0,14,1
2016,A,27/07/2016,31,0,0,0,17,1
2016,A,27/07/2016,31,0,0,0,2,0
2016,A,27/07/2016,31,0,0,0,18,1
2016,A,27/07/2016,31,0,0,0,21,1
2016,A,27/07/2016,31,0,0,0,126,8
2016,A,27/07/2016,31,0,0,0,54,2
2016,A,27/07/2016,31,0,0,0,43,0
2016,A,27/07/2016,31,0,0,0,4,2
2016,A,27/07/2016,31,0,0,0,217,14
2016,A,27/07/2016,31,0,0,0,64,2
2016,A,27/07/2016,31,0,0,0,34,2
2016,A,27/07/2016,31,0,0,0,84,7
2016,A,27/07/2016,31,0,0,0,35,1
2016,B,26/07/2016,31,0,0,0,10,3
2016,B,26/07/2016,31,0,0,0,7,4
2016,B,26/07/2016,31,0,0,0,19,1
2016,D,29/07/2016,31,0,0,0,15,10
2016,D,29/07/2016,31,0,0,0,2,1
2016,D,29/07/2016,31,0,0,0,2,0
2016,F,24/07/2016,31,0,0,0,104,101
2016,G,27/07/2016,31,0,0,0,89,3
2016,G,27/07/2016,31,0,0,0,131,6
2016,G,27/07/2016,31,0,0,0,18,4
2016,G,27/07/2016,31,0,0,0,11,1
2016,I,27/07/2016,31,0,0,0,37,2
2016,I,27/07/2016,31,0,0,0,6,0
2016,I,27/07/2016,31,0,0,0,8,0
2016,K,27/07/2016,31,0,0,0,46,4
2016,K,27/07/2016,31,0,0,0,18,4
2016,K,27/07/2016,31,0,0,0,34,0
2016,N,25/07/2016,31,0,0,0,2,1
2016,A,03/08/2016,32,1,1,2,107,4
2016,A,03/08/2016,32,0,1,1,107,4
2016,A,03/08/2016,32,1,0,1,67,4
2016,A,03/08/2016,32,0,0,0,17,2
2016,A,03/08/2016,32,1,0,1,78,5
2016,A,03/08/2016,32,0,0,0,32,1
2016,B,04/08/2016,32,0,0,0,4,0
2016,B,04/08/2016,32,0,0,0,15,0
2016,B,04/08/2016,32,0,0,0,37,2
2016,D,04/08/2016,32,0,0,0,4,1
2016,D,04/08/2016,32,0,0,0,2,0
2016,D,04/08/2016,32,0,0,0,0,0
2016,I,05/08/2016,32,0,0,0,39,7
2016,I,05/08/2016,32,0,0,0,3,0
2016,I,05/08/2016,32,0,0,0,0,0
2016,A,10/08/2016,33,0,0,0,1,1
2016,A,10/08/2016,33,0,0,0,36,28
2016,A,10/08/2016,33,0,0,0,24,0
2016,A,10/08/2016,33,1,0,1,131,13
2016,A,10/08/2016,33,0,0,0,327,145
2016,A,10/08/2016,33,0,0,0,25,12
2016,A,10/08/2016,33,3,1,4,249,7
2016,A,10/08/2016,33,0,0,0,21,8
2016,A,10/08/2016,33,1,0,1,36,12
2016,B,11/08/2016,33,0,0,0,4,1
2016,B,11/08/2016,33,0,0,0,5,0
2016,D,11/08/2016,33,0,0,0,11,2
2016,D,11/08/2016,33,0,0,0,1,0
2016,D,11/08/2016,33,0,0,0,1,0
2016,G,09/08/2016,33,0,0,0,46,0
2016,G,09/08/2016,33,0,0,0,11,0
2016,I,09/08/2016,33,0,0,0,75,8
2016,I,09/08/2016,33,0,0,0,14,0
2016,I,09/08/2016,33,0,0,0,86,4
2016,M,11/08/2016,33,0,0,0,30,1
2016,M,08/08/2016,33,0,0,0,42,5
2016,M,08/08/2016,33,0,0,0,34,5
2016,M,11/08/2016,33,0,0,0,5,2
2016,M,08/08/2016,33,0,0,0,16,6
2016,M,11/08/2016,33,0,0,0,5,1
2016,A,17/08/2016,34,0,0,0,10,1
2016,A,17/08/2016,34,0,1,1,198,133
2016,A,10/08/2016,34,0,0,0,,
2016,A,10/08/2016,34,0,0,0,,
2016,A,17/08/2016,34,1,0,1,161,6
2016,A,17/08/2016,34,5,1,6,126,11
2016,B,18/08/2016,34,0,0,0,2,0
2016,B,18/08/2016,34,0,0,0,17,4
2016,B,18/08/2016,34,0,0,0,33,7
2016,C,19/08/2016,34,0,0,0,52,2
2016,C,19/08/2016,34,0,0,0,16,13
2016,C,19/08/2016,34,0,0,0,5,2
2016,D,18/08/2016,34,0,0,0,18,9
2016,D,18/08/2016,34,0,0,0,5,1
2016,D,18/08/2016,34,0,0,0,16,0
2016,G,17/08/2016,34,0,0,0,56,0
2016,G,17/08/2016,34,0,0,0,26,3
2016,G,17/08/2016,34,0,1,1,119,1
2016,G,17/08/2016,34,0,0,0,24,0
2016,I,16/08/2016,34,0,0,0,99,14
2016,I,16/08/2016,34,0,0,0,2,0
2016,I,16/08/2016,34,0,0,0,25,6
2016,K,16/08/2016,34,0,0,0,1,1
2016,K,16/08/2016,34,0,0,0,29,1
2016,K,16/08/2016,34,0,0,0,43,3
2016,M,16/08/2016,34,0,0,0,5,1
2016,M,18/08/2016,34,0,0,0,41,2
2016,M,16/08/2016,34,0,0,0,13,5
2016,M,18/08/2016,34,0,0,0,111,2
2016,M,16/08/2016,34,0,0,0,2,2
2016,M,18/08/2016,34,0,0,0,22,2
2016,A,24/08/2016,35,0,0,0,6,0
2016,A,24/08/2016,35,0,1,1,101,47
2016,A,24/08/2016,35,0,0,0,153,20
2016,A,24/08/2016,35,4,0,4,783,24
2016,A,24/08/2016,35,1,0,1,274,19
2016,A,24/08/2016,35,2,1,3,345,10
2016,B,22/08/2016,35,0,0,0,0,0
2016,D,26/08/2016,35,0,0,0,10,9
2016,D,26/08/2016,35,0,0,0,2,0
2016,D,26/08/2016,35,0,0,0,10,2
2016,G,22/08/2016,35,0,0,0,19,0
2016,G,22/08/2016,35,0,0,0,39,0
